section,row,column,value
jacobian_error,5,3,0
jacobian_error,5,4,0
jacobian_error,5,5,1.97153127157e-10
jacobian_error,5,6,2.53705259563e-10
jacobian_error,6,1,0
jacobian_error,6,2,2.0510355098e-10
jacobian_error,6,3,2.0510355098e-10
jacobian_error,6,4,2.0510355098e-10
jacobian_error,6,5,-4.20674332741e-20
jacobian_error,6,6,0
qdot_rad_s,1,1,2.8989071774e-11
qdot_rad_s,2,1,0.0513247546
qdot_rad_s,3,1,0.178496762289
qdot_rad_s,4,1,-0.229821516889
qdot_rad_s,5,1,7.03078524054e-18
qdot_rad_s,6,1,2.89890718668e-11
xdot_moveit,1,1,-3.48540130541e-17
xdot_moveit,2,1,1.42356559712e-18
xdot_moveit,3,1,-0.1
xdot_moveit,4,1,2.06360221651e-17
xdot_moveit,5,1,-5.3572579663e-17
xdot_moveit,6,1,-9.28045433172e-20
xdot_dh,1,1,-5.65525420238e-12
xdot_dh,2,1,1.97153045983e-11
xdot_dh,3,1,-0.1
xdot_dh,4,1,2.06400980533e-17
xdot_dh,5,1,-5.35652249817e-17
xdot_dh,6,1,-9.28045497796e-20
xdot_target,1,1,0
xdot_target,2,1,0
xdot_target,3,1,-0.1
xdot_target,4,1,0
xdot_target,5,1,0
xdot_target,6,1,0
position_error_m,1,1,3.48836054794e-11
orientation_error_rad,1,1,0
fk_matrix_max_error,1,1,2.53705047937e-10
jacobian_max_error,1,1,2.53705259563e-10
jacobian_frobenius_error,1,1,5.34433115973e-10
tcp_speed_required_m_s,1,1,0.1
cartesian_velocity_error,1,1,7.26847718437e-17
joint_velocity_limits_ok,1,1,1
