tramo,perfil,valido,duracion_s,variacion_aceleracion_articular,max_velocidad_articular,max_aceleracion_articular,max_velocidad_tcp_m_s,max_aceleracion_tcp_m_s2,limite_tcp_velocidad_m_s,limite_tcp_aceleracion_m_s2,motivo
4D_pre_place_place,cubico,si,9.95075,0.498204,0.116039,0.0738054,0.0495592,0.020281,0.1,0.02,valida: limites, meta y colisiones comprobados
4D_pre_place_place,quintico,si,9.76113,0.491242,0.147024,0.0605646,0.0630843,0.0199993,0.1,0.02,valida: limites, meta y colisiones comprobados
