tiempo_s,tau,progreso,posicion_m,velocidad_m_s,aceleracion_m_s2
0.0,0.0,0.0,0.0,0.0,0.0
0.04885013183893221,0.005,1.2406437500000003e-06,4.094124375000001e-07,2.5079890091997342e-05,0.0010216496682474683
0.09770026367786443,0.01,9.850600000000002e-06,3.250698000000001e-06,9.931385683863173e-05,0.0020124958289095864
0.14655039551679663,0.015,3.299518124999999e-05,1.0888409812499999e-05,0.0002212047446080383,0.0029728496285276193
0.19540052735572885,0.02,7.761920000000002e-05,2.561433600000001e-05,0.0003892705973179142,0.0039030222136428342
0.24425065919466107,0.025,0.00015044921875000003,4.964824218750001e-05,0.0006020446584355187,0.0048033247307964965
0.29310079103359327,0.03,0.00025799579999999996,8.5138614e-05,0.0008580753709776732,0.005674068326529873
0.34195092287252554,0.035,0.0004065557562500001,0.00013416339956250003,0.0011559263775107612,0.0065155641473842296
0.3908010547114577,0.04,0.0006022144000000002,0.0001987307520000001,0.0014941765201507277,0.007328123339900831
0.4396511865503899,0.045,0.0008508477937499999,0.00028077977193749997,0.0018714198405630808,0.008112057050620944
0.48850131838932215,0.05,0.001158125,0.00038218125,0.00228626557996289,0.00886767642608584
0.5373514502282544,0.055,0.0015295103312499999,0.0005047384093124999,0.002737338179114787,0.009595292612836776
0.5862015820671865,0.06,0.0019702655999999995,0.0006501876479999999,0.0032232772783329657,0.010295216757415026
0.6350517139061188,0.065,0.0024854523687500006,0.0008201992816875002,0.003742737717481183,0.010967760006361854
0.6839018457450511,0.07,0.003079934200000001,0.0010163782860000002,0.004294389535972755,0.01161323350621852
0.7327519775839831,0.075,0.0037583789062499997,0.0012402650390625,0.004876917972770563,0.0122319484035263
0.7816021094229154,0.08,0.004525260800000001,0.0014933360640000005,0.005489023466387049,0.012824215844826454
0.8304522412618477,0.085,0.005384862943750001,0.0017770047714375002,0.0061294216548842175,0.013390346976660252
0.8793023731007799,0.09,0.0063412794,0.002092622202,0.006796843375873632,0.013930652945568951
0.928152504939712,0.095,0.007398417481250002,0.0024414777688125007,0.007490034666516424,0.014445444898093832
0.9770026367786443,0.1,0.008560000000000002,0.0028248000000000006,0.008207756763523286,0.01493503398077615
1.0258527686175765,0.105,0.009829567518749997,0.003243757281187499,0.008948786103154461,0.015399731340157175
1.0747029004565087,0.11,0.011210480599999998,0.0036994585979999994,0.009711914321219779,0.01583984812277817
1.123553032295441,0.115,0.012705922056250001,0.004192954278562501,0.010495948253078603,0.01625569547518041
1.172403164134373,0.12,0.014318899199999997,0.0047252367359999995,0.011299709933639877,0.016647584543905143
1.2212532959733053,0.125,0.01605224609375,0.0052972412109375,0.012122036597362103,0.01701582647549366
1.2701034278122376,0.13,0.017908625800000005,0.005909846514000002,0.01296178067825334,0.017360732416487213
1.31895355965117,0.135,0.019890532631250003,0.0065638757683125016,0.013817809809871224,0.01768261351342707
1.3678036914901022,0.14,0.022000294400000005,0.007260097152000002,0.014689006825322929,0.017981780912854482
1.416653823329034,0.145,0.024240074668749997,0.007999224640687499,0.015574269757265204,0.01825854576131074
1.4655039551679663,0.15,0.026611874999999997,0.00878191875,0.01647251183790437,0.018513219205337106
1.5143540870068986,0.155,0.029117537206250002,0.0096087872780625,0.017382661498996296,0.01874611239147483
1.5632042188458308,0.16,0.03175874560000001,0.010480386048000005,0.018303662371846417,0.01895753646626519
