tramo,perfil,valido,duracion_s,variacion_aceleracion_articular,max_velocidad_articular,max_aceleracion_articular,max_velocidad_tcp_m_s,max_aceleracion_tcp_m_s2,limite_tcp_velocidad_m_s,limite_tcp_aceleracion_m_s2,motivo
4D_pre_place_place,cubico,si,9.95076,0.498542,0.116034,0.073827,0.0495594,0.0202801,0.1,0.02,valida: limites, meta y colisiones comprobados
4D_pre_place_place,quintico,si,9.76114,0.491629,0.147018,0.0605805,0.0630845,0.0199989,0.1,0.02,valida: limites, meta y colisiones comprobados
