waypoint,tiempo_s,progreso,desplazamiento_m
0,0.0,0.0,0.0
1,1.991964849087453,0.10400000000000002,0.03432000000000001
2,3.983929698174906,0.3520000000000001,0.11616000000000004
3,5.975894547262358,0.6480000000000001,0.21384000000000006
4,7.967859396349812,0.8960000000000001,0.29568000000000005
5,9.959824245437265,1.0,0.33
